MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20201020,Southeast,96.97,3.03,0.00,0.00,0.00,0.00,2020-10-20,2020-10-26,1
20201020,Northeast,29.24,70.76,50.04,10.66,1.99,0.00,2020-10-20,2020-10-26,1
20201020,South,62.96,37.04,25.48,15.31,7.78,2.38,2020-10-20,2020-10-26,1
20201020,Midwest,53.59,46.41,15.57,5.22,0.94,0.00,2020-10-20,2020-10-26,1
20201013,South,66.83,33.17,22.83,14.05,7.24,1.66,2020-10-13,2020-10-19,1
20201013,Midwest,54.35,45.65,16.88,4.90,0.76,0.00,2020-10-13,2020-10-19,1
20201013,High Plains,1.75,98.25,67.40,43.44,19.41,3.42,2020-10-13,2020-10-19,1
20201013,West,32.68,67.32,53.98,38.82,24.89,3.01,2020-10-13,2020-10-19,1
20201013,Northeast,32.77,67.23,49.32,24.55,5.82,0.00,2020-10-13,2020-10-19,1
20201013,Southeast,98.38,1.62,0.00,0.00,0.00,0.00,2020-10-13,2020-10-19,1
20201006,High Plains,6.44,93.56,64.87,40.96,18.25,3.42,2020-10-06,2020-10-12,1
20201006,Midwest,56.80,43.20,13.33,4.89,0.79,0.00,2020-10-06,2020-10-12,1
20201006,Northeast,32.77,67.23,49.32,27.24,5.82,0.00,2020-10-06,2020-10-12,1
20201006,Southeast,97.99,2.01,0.00,0.00,0.00,0.00,2020-10-06,2020-10-12,1
20201006,West,33.44,66.56,52.20,37.62,23.53,3.01,2020-10-06,2020-10-12,1
20201006,South,68.72,31.28,19.89,12.98,7.00,1.66,2020-10-06,2020-10-12,1
20200929,Southeast,98.97,1.03,0.00,0.00,0.00,0.00,2020-09-29,2020-10-05,1
20200929,Northeast,29.84,70.16,45.31,26.26,3.89,0.00,2020-09-29,2020-10-05,1
20200929,South,71.83,28.17,18.56,12.16,6.27,1.66,2020-09-29,2020-10-05,1
20200929,Midwest,58.19,41.81,11.09,3.01,0.00,0.00,2020-09-29,2020-10-05,1
20200929,West,31.28,68.72,51.23,36.50,22.13,1.54,2020-09-29,2020-10-05,1
20200929,High Plains,6.73,93.27,62.11,36.56,16.16,0.54,2020-09-29,2020-10-05,1
20200922,Northeast,42.13,57.87,36.67,21.91,2.70,0.00,2020-09-22,2020-09-28,1
20200922,High Plains,19.03,80.97,54.13,34.44,15.05,0.08,2020-09-22,2020-09-28,1
20200922,Southeast,97.96,2.04,0.00,0.00,0.00,0.00,2020-09-22,2020-09-28,1
20200922,South,69.11,30.89,18.71,10.98,5.12,0.39,2020-09-22,2020-09-28,1
20200922,Midwest,66.64,33.36,10.16,2.92,0.00,0.00,2020-09-22,2020-09-28,1
20200922,West,28.26,71.74,49.77,35.37,19.52,0.87,2020-09-22,2020-09-28,1
20200915,West,29.15,70.85,48.82,34.80,17.83,0.61,2020-09-15,2020-09-21,1
20200915,Midwest,68.40,31.60,9.53,2.80,0.00,0.00,2020-09-15,2020-09-21,1
20200915,Southeast,93.17,6.83,0.00,0.00,0.00,0.00,2020-09-15,2020-09-21,1
20200915,High Plains,24.52,75.48,52.42,32.95,14.13,0.08,2020-09-15,2020-09-21,1
20200915,Northeast,46.63,53.37,34.37,15.27,1.31,0.00,2020-09-15,2020-09-21,1
20200915,South,66.55,33.45,19.84,12.36,5.12,0.39,2020-09-15,2020-09-21,1
20200908,South,62.71,37.29,23.39,14.65,7.22,0.37,2020-09-08,2020-09-14,1
20200908,Midwest,66.02,33.98,13.98,4.50,1.66,0.00,2020-09-08,2020-09-14,1
20200908,Northeast,47.86,52.14,31.97,9.99,0.00,0.00,2020-09-08,2020-09-14,1
20200908,West,31.54,68.46,46.46,34.40,17.11,0.17,2020-09-08,2020-09-14,1
20200908,High Plains,22.65,77.35,52.93,33.29,15.67,0.08,2020-09-08,2020-09-14,1
20200908,Southeast,92.87,7.13,0.00,0.00,0.00,0.00,2020-09-08,2020-09-14,1
20200901,High Plains,23.11,76.89,50.83,30.79,9.62,0.08,2020-09-01,2020-09-07,1
20200901,Southeast,97.28,2.72,0.00,0.00,0.00,0.00,2020-09-01,2020-09-07,1
20200901,South,57.48,42.52,30.58,18.19,6.83,0.50,2020-09-01,2020-09-07,1
20200901,West,31.49,68.51,45.87,33.09,12.05,0.02,2020-09-01,2020-09-07,1
20200901,Midwest,63.86,36.14,16.47,4.31,1.65,0.00,2020-09-01,2020-09-07,1
20200901,Northeast,46.06,53.94,27.95,9.23,0.00,0.00,2020-09-01,2020-09-07,1
20200825,High Plains,25.38,74.62,49.66,29.83,8.51,0.08,2020-08-25,2020-08-31,1
20200825,Southeast,96.86,3.14,0.00,0.00,0.00,0.00,2020-08-25,2020-08-31,1
20200825,Northeast,39.82,60.18,37.17,9.71,0.00,0.00,2020-08-25,2020-08-31,1
20200825,South,55.02,44.98,31.70,18.55,6.36,0.37,2020-08-25,2020-08-31,1
20200825,West,40.84,59.16,45.05,32.14,11.28,0.02,2020-08-25,2020-08-31,1
20200825,Midwest,60.68,39.32,12.58,3.41,0.74,0.00,2020-08-25,2020-08-31,1
20200818,Northeast,42.63,57.37,34.69,9.36,0.00,0.00,2020-08-18,2020-08-24,1
20200818,High Plains,30.60,69.40,47.44,24.80,6.63,0.00,2020-08-18,2020-08-24,1
20200818,Southeast,90.62,9.38,0.79,0.00,0.00,0.00,2020-08-18,2020-08-24,1
20200818,West,43.01,56.99,43.85,27.35,6.08,0.00,2020-08-18,2020-08-24,1
20200818,Midwest,71.51,28.49,8.56,2.64,0.70,0.00,2020-08-18,2020-08-24,1
20200818,South,58.67,41.33,26.61,13.51,4.01,0.17,2020-08-18,2020-08-24,1
20200811,Midwest,73.21,26.79,7.08,2.11,0.70,0.00,2020-08-11,2020-08-17,1
20200811,South,55.50,44.50,22.82,10.17,2.46,0.00,2020-08-11,2020-08-17,1
20200811,West,45.82,54.18,42.71,22.47,5.57,0.00,2020-08-11,2020-08-17,1
20200811,Southeast,85.49,14.51,0.38,0.00,0.00,0.00,2020-08-11,2020-08-17,1
20200811,Northeast,42.88,57.12,27.53,2.47,0.00,0.00,2020-08-11,2020-08-17,1
20200811,High Plains,32.01,67.99,46.11,21.98,5.88,0.00,2020-08-11,2020-08-17,1
20200804,High Plains,33.05,66.95,43.08,20.53,6.50,0.00,2020-08-04,2020-08-10,1
20200804,Northeast,35.17,64.83,29.34,1.72,0.00,0.00,2020-08-04,2020-08-10,1
20200804,South,60.05,39.95,19.33,9.06,1.60,0.00,2020-08-04,2020-08-10,1
20200804,Southeast,81.41,18.59,0.86,0.00,0.00,0.00,2020-08-04,2020-08-10,1
20200804,Midwest,66.17,33.83,7.96,1.77,0.70,0.00,2020-08-04,2020-08-10,1
20200804,West,46.00,54.00,41.84,21.83,4.67,0.00,2020-08-04,2020-08-10,1
20200728,West,48.28,51.72,39.23,20.20,4.37,0.00,2020-07-28,2020-08-03,1
20200728,Northeast,28.93,71.07,28.64,1.72,0.00,0.00,2020-07-28,2020-08-03,1
20200728,Midwest,62.70,37.30,11.46,1.45,0.00,0.00,2020-07-28,2020-08-03,1
20200728,High Plains,31.83,68.17,42.15,20.17,6.49,0.00,2020-07-28,2020-08-03,1
20200728,South,54.28,45.72,20.90,8.94,1.88,0.00,2020-07-28,2020-08-03,1
20200728,Southeast,74.42,25.58,1.85,0.20,0.00,0.00,2020-07-28,2020-08-03,1
20200721,Midwest,63.98,36.02,11.53,1.02,0.00,0.00,2020-07-21,2020-07-27,1
20200721,Southeast,83.87,16.13,1.50,0.28,0.00,0.00,2020-07-21,2020-07-27,1
20200721,High Plains,28.81,71.19,38.68,16.59,7.14,0.00,2020-07-21,2020-07-27,1
20200721,Northeast,30.12,69.88,25.99,1.72,0.00,0.00,2020-07-21,2020-07-27,1
20200721,South,52.17,47.83,23.99,8.53,1.83,0.00,2020-07-21,2020-07-27,1
20200721,West,48.52,51.48,36.12,17.41,3.75,0.00,2020-07-21,2020-07-27,1
20200714,Southeast,96.53,3.47,0.69,0.37,0.00,0.00,2020-07-14,2020-07-20,1
20200714,South,60.87,39.13,22.07,8.31,1.93,0.00,2020-07-14,2020-07-20,1
20200714,High Plains,27.26,72.74,34.39,14.92,8.02,0.00,2020-07-14,2020-07-20,1
20200714,Northeast,32.42,67.58,24.60,1.71,0.00,0.00,2020-07-14,2020-07-20,1
20200714,Midwest,62.99,37.01,7.68,1.41,0.00,0.00,2020-07-14,2020-07-20,1
20200714,West,51.99,48.01,32.05,16.03,3.95,0.00,2020-07-14,2020-07-20,1
20200707,Midwest,71.11,28.89,5.51,1.01,0.00,0.00,2020-07-07,2020-07-13,1
20200707,West,54.03,45.97,29.93,15.54,3.38,0.00,2020-07-07,2020-07-13,1
20200707,High Plains,32.89,67.11,35.83,13.99,7.39,0.00,2020-07-07,2020-07-13,1
20200707,Southeast,98.37,1.63,0.68,0.38,0.00,0.00,2020-07-07,2020-07-13,1
20200707,South,63.16,36.84,19.39,7.13,1.62,0.00,2020-07-07,2020-07-13,1
20200707,Northeast,22.54,77.46,26.08,2.01,0.00,0.00,2020-07-07,2020-07-13,1
20200630,Northeast,54.44,45.56,14.23,0.00,0.00,0.00,2020-06-30,2020-07-06,1
20200630,Midwest,76.78,23.22,3.54,0.00,0.00,0.00,2020-06-30,2020-07-06,1
20200630,Southeast,97.00,3.00,0.65,0.26,0.00,0.00,2020-06-30,2020-07-06,1
20200630,West,56.41,43.59,30.31,15.33,3.34,0.08,2020-06-30,2020-07-06,1
20200630,High Plains,34.41,65.59,39.70,13.29,7.90,0.43,2020-06-30,2020-07-06,1
20200630,South,60.33,39.67,19.86,6.90,2.04,0.01,2020-06-30,2020-07-06,1
20200623,Midwest,75.83,24.17,2.90,0.00,0.00,0.00,2020-06-23,2020-06-29,1
20200623,South,64.52,35.48,17.16,6.49,1.27,0.00,2020-06-23,2020-06-29,1
20200623,High Plains,37.79,62.21,40.10,13.49,7.57,0.00,2020-06-23,2020-06-29,1
20200623,Northeast,57.79,42.21,16.16,0.00,0.00,0.00,2020-06-23,2020-06-29,1
20200623,West,55.28,44.72,30.83,14.27,3.25,0.00,2020-06-23,2020-06-29,1
20200623,Southeast,96.83,3.17,0.71,0.31,0.00,0.00,2020-06-23,2020-06-29,1
20200616,Northeast,64.36,35.64,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200616,Midwest,80.75,19.25,3.29,0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200616,South,64.55,35.45,19.06,7.54,1.27,0.00,2020-06-16,2020-06-22,1
20200616,High Plains,39.03,60.97,32.86,13.41,7.57,0.00,2020-06-16,2020-06-22,1
20200616,West,54.59,45.41,29.68,13.97,3.24,0.00,2020-06-16,2020-06-22,1
20200616,Southeast,96.49,3.51,1.21,0.31,0.00,0.00,2020-06-16,2020-06-22,1
20200609,High Plains,46.95,53.05,25.92,12.31,5.73,0.00,2020-06-09,2020-06-15,1
20200609,Northeast,69.05,30.95,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200609,West,55.55,44.45,28.18,12.41,2.64,0.00,2020-06-09,2020-06-15,1
20200609,Midwest,90.59,9.41,2.13,0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200609,Southeast,96.86,3.14,1.31,0.17,0.00,0.00,2020-06-09,2020-06-15,1
20200609,South,72.55,27.45,15.29,4.18,0.82,0.00,2020-06-09,2020-06-15,1
20200602,South,77.16,22.84,10.09,1.64,0.23,0.00,2020-06-02,2020-06-08,1
20200602,Southeast,88.84,11.16,3.47,0.84,0.00,0.00,2020-06-02,2020-06-08,1
20200602,Midwest,89.58,10.42,2.99,0.00,0.00,0.00,2020-06-02,2020-06-08,1
20200602,West,57.66,42.34,26.91,11.92,1.98,0.00,2020-06-02,2020-06-08,1
20200602,High Plains,48.11,51.89,22.28,11.50,4.40,0.00,2020-06-02,2020-06-08,1
20200602,Northeast,91.24,8.76,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,1
20200526,Southeast,81.69,18.31,6.88,0.84,0.00,0.00,2020-05-26,2020-06-01,1
20200526,South,77.90,22.10,6.75,1.36,0.00,0.00,2020-05-26,2020-06-01,1
20200526,West,60.64,39.36,26.33,11.08,1.98,0.00,2020-05-26,2020-06-01,1
20200526,Midwest,86.99,13.01,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,1
20200526,High Plains,60.30,39.70,20.51,10.83,3.98,0.00,2020-05-26,2020-06-01,1
20200526,Northeast,94.65,5.35,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,1
20200519,West,60.15,39.85,25.96,10.87,2.04,0.00,2020-05-19,2020-05-25,1
20200519,High Plains,57.71,42.29,20.51,11.35,3.98,0.00,2020-05-19,2020-05-25,1
20200519,Midwest,87.22,12.78,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200519,Northeast,96.64,3.36,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200519,Southeast,80.06,19.94,9.43,1.91,0.00,0.00,2020-05-19,2020-05-25,1
20200519,South,75.18,24.82,8.73,2.21,0.17,0.00,2020-05-19,2020-05-25,1
20200512,Midwest,91.99,8.01,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200512,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200512,South,70.66,29.34,10.14,4.04,1.00,0.00,2020-05-12,2020-05-18,1
20200512,Southeast,80.75,19.25,8.44,2.50,0.00,0.00,2020-05-12,2020-05-18,1
20200512,High Plains,59.76,40.24,17.25,11.30,3.40,0.00,2020-05-12,2020-05-18,1
20200512,West,61.50,38.50,23.87,9.88,1.63,0.00,2020-05-12,2020-05-18,1
20200505,Southeast,82.99,17.01,6.63,1.78,0.00,0.00,2020-05-05,2020-05-11,1
20200505,West,63.02,36.98,22.81,9.00,1.37,0.00,2020-05-05,2020-05-11,1
20200505,High Plains,62.28,37.72,14.69,8.99,2.39,0.00,2020-05-05,2020-05-11,1
20200505,Midwest,98.88,1.12,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200505,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200505,South,77.24,22.76,9.41,3.85,0.87,0.00,2020-05-05,2020-05-11,1
20200428,High Plains,65.54,34.46,12.69,7.15,0.00,0.00,2020-04-28,2020-05-04,1
20200428,Midwest,98.51,1.49,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200428,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200428,South,78.15,21.85,10.79,4.21,0.80,0.00,2020-04-28,2020-05-04,1
20200428,Southeast,81.95,18.05,9.00,1.49,0.00,0.00,2020-04-28,2020-05-04,1
20200428,West,66.52,33.48,20.02,7.96,0.54,0.00,2020-04-28,2020-05-04,1
20200421,High Plains,75.72,24.28,12.06,6.29,0.00,0.00,2020-04-21,2020-04-27,1
20200421,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200421,Southeast,78.50,21.50,13.29,5.21,0.00,0.00,2020-04-21,2020-04-27,1
20200421,Midwest,98.40,1.60,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200421,South,79.03,20.97,11.01,4.34,0.97,0.00,2020-04-21,2020-04-27,1
20200421,West,67.50,32.50,19.14,7.29,0.54,0.00,2020-04-21,2020-04-27,1
20200414,High Plains,83.72,16.28,11.94,3.02,0.00,0.00,2020-04-14,2020-04-20,1
20200414,South,80.57,19.43,10.89,4.56,0.91,0.07,2020-04-14,2020-04-20,1
20200414,West,67.38,32.62,18.34,5.21,0.00,0.00,2020-04-14,2020-04-20,1
20200414,Southeast,73.51,26.49,16.78,4.18,0.00,0.00,2020-04-14,2020-04-20,1
20200414,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200414,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200407,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200407,West,68.27,31.73,18.65,3.00,0.00,0.00,2020-04-07,2020-04-13,1
20200407,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200407,Southeast,69.04,30.96,16.78,0.36,0.00,0.00,2020-04-07,2020-04-13,1
20200407,High Plains,84.19,15.81,10.67,1.72,0.00,0.00,2020-04-07,2020-04-13,1
20200407,South,80.32,19.68,11.92,5.60,1.27,0.07,2020-04-07,2020-04-13,1
20200331,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200331,High Plains,82.13,17.87,10.65,0.99,0.00,0.00,2020-03-31,2020-04-06,1
20200331,Southeast,75.70,24.30,13.56,0.21,0.00,0.00,2020-03-31,2020-04-06,1
20200331,West,67.80,32.20,18.60,2.81,0.00,0.00,2020-03-31,2020-04-06,1
20200331,South,81.34,18.66,11.98,7.48,2.76,0.18,2020-03-31,2020-04-06,1
20200331,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200324,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200324,Southeast,79.34,20.66,0.96,0.21,0.00,0.00,2020-03-24,2020-03-30,1
20200324,High Plains,81.83,18.17,10.35,0.99,0.00,0.00,2020-03-24,2020-03-30,1
20200324,West,67.35,32.65,16.49,2.41,0.00,0.00,2020-03-24,2020-03-30,1
20200324,South,82.96,17.04,10.64,7.63,2.24,0.18,2020-03-24,2020-03-30,1
20200324,Northeast,96.78,3.22,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200317,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200317,South,80.71,19.29,11.89,8.18,3.52,0.15,2020-03-17,2020-03-23,1
20200317,West,67.40,32.60,17.47,2.37,0.00,0.00,2020-03-17,2020-03-23,1
20200317,Northeast,93.92,6.08,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200317,High Plains,82.46,17.54,10.56,1.00,0.00,0.00,2020-03-17,2020-03-23,1
20200317,Southeast,85.44,14.56,0.53,0.20,0.00,0.00,2020-03-17,2020-03-23,1
20200310,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200310,West,67.67,32.33,18.06,2.02,0.00,0.00,2020-03-10,2020-03-16,1
20200310,Southeast,89.59,10.41,0.53,0.20,0.00,0.00,2020-03-10,2020-03-16,1
20200310,South,78.71,21.29,11.39,7.66,2.97,0.00,2020-03-10,2020-03-16,1
20200310,High Plains,82.46,17.54,10.56,1.00,0.00,0.00,2020-03-10,2020-03-16,1
20200310,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200303,South,79.93,20.07,11.31,7.15,2.97,0.00,2020-03-03,2020-03-09,1
20200303,High Plains,82.46,17.54,10.24,1.00,0.00,0.00,2020-03-03,2020-03-09,1
20200303,Southeast,92.17,7.83,0.53,0.20,0.00,0.00,2020-03-03,2020-03-09,1
20200303,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200303,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200303,West,65.70,34.30,15.82,2.02,0.00,0.00,2020-03-03,2020-03-09,1
20200225,High Plains,82.46,17.54,9.72,1.00,0.00,0.00,2020-02-25,2020-03-02,1
20200225,West,66.65,33.35,13.70,2.02,0.00,0.00,2020-02-25,2020-03-02,1
20200225,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200225,Southeast,92.12,7.88,0.71,0.20,0.00,0.00,2020-02-25,2020-03-02,1
20200225,South,81.14,18.86,10.62,5.64,1.35,0.00,2020-02-25,2020-03-02,1
20200225,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200218,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200218,High Plains,79.53,20.47,10.42,1.50,0.00,0.00,2020-02-18,2020-02-24,1
20200218,Southeast,94.05,5.95,0.82,0.29,0.00,0.00,2020-02-18,2020-02-24,1
20200218,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200218,West,67.26,32.74,11.91,2.01,0.00,0.00,2020-02-18,2020-02-24,1
20200218,South,75.40,24.60,12.66,6.54,1.35,0.00,2020-02-18,2020-02-24,1
20200211,High Plains,78.24,21.76,10.57,1.50,0.00,0.00,2020-02-11,2020-02-17,1
20200211,South,70.45,29.55,17.41,7.16,0.95,0.00,2020-02-11,2020-02-17,1
20200211,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200211,Southeast,93.81,6.19,0.78,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200211,West,67.18,32.82,12.25,2.01,0.00,0.00,2020-02-11,2020-02-17,1
20200211,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200204,High Plains,73.80,26.20,11.75,1.31,0.00,0.00,2020-02-04,2020-02-10,1
20200204,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200204,South,65.97,34.03,17.76,6.51,0.41,0.00,2020-02-04,2020-02-10,1
20200204,Southeast,82.56,17.44,1.38,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200204,Northeast,98.49,1.51,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200204,West,67.87,32.13,12.15,2.06,0.00,0.00,2020-02-04,2020-02-10,1
20200128,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200128,Northeast,98.49,1.51,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200128,South,64.95,35.05,18.35,6.13,0.29,0.00,2020-01-28,2020-02-03,1
20200128,High Plains,73.21,26.79,11.87,1.31,0.00,0.00,2020-01-28,2020-02-03,1
20200128,West,66.98,33.02,12.70,2.07,0.00,0.00,2020-01-28,2020-02-03,1
20200128,Southeast,80.43,19.57,0.81,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200121,West,69.77,30.23,13.28,3.35,0.00,0.00,2020-01-21,2020-01-27,1
20200121,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200121,South,64.46,35.54,18.93,7.47,0.40,0.00,2020-01-21,2020-01-27,1
20200121,Southeast,90.67,9.33,0.81,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200121,High Plains,73.17,26.83,12.04,3.50,0.00,0.00,2020-01-21,2020-01-27,1
20200121,Northeast,97.64,2.36,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200114,High Plains,76.12,23.88,12.06,3.51,0.00,0.00,2020-01-14,2020-01-20,1
20200114,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200114,South,65.79,34.21,20.54,5.92,0.65,0.00,2020-01-14,2020-01-20,1
20200114,Southeast,94.09,5.91,0.81,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200114,Northeast,99.38,0.62,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200114,West,71.18,28.82,11.83,3.35,0.00,0.00,2020-01-14,2020-01-20,1
20200107,South,64.14,35.86,21.47,6.52,0.68,0.00,2020-01-07,2020-01-13,1
20200107,Southeast,93.84,6.16,0.94,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20200107,Northeast,99.61,0.39,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20200107,High Plains,76.12,23.88,12.06,3.51,0.00,0.00,2020-01-07,2020-01-13,1
20200107,Midwest,99.74,0.26,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20200107,West,70.32,29.68,12.36,3.36,0.00,0.00,2020-01-07,2020-01-13,1
20191231,Northeast,99.61,0.39,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191231,West,70.25,29.75,12.48,4.78,0.00,0.00,2019-12-31,2020-01-06,1
20191231,Midwest,99.74,0.26,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191231,High Plains,75.57,24.43,12.06,4.79,0.00,0.00,2019-12-31,2020-01-06,1
20191231,Southeast,92.78,7.22,1.80,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191231,South,63.30,36.70,20.62,5.17,0.37,0.00,2019-12-31,2020-01-06,1
20191224,Midwest,99.36,0.64,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191224,South,60.95,39.05,23.06,5.28,0.34,0.00,2019-12-24,2019-12-30,1
20191224,Southeast,92.88,7.12,1.80,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191224,West,69.62,30.38,12.80,5.16,0.00,0.00,2019-12-24,2019-12-30,1
20191224,High Plains,73.95,26.05,14.94,5.46,0.26,0.00,2019-12-24,2019-12-30,1
20191224,Northeast,99.61,0.39,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191217,West,69.43,30.57,12.85,5.16,0.00,0.00,2019-12-17,2019-12-23,1
20191217,High Plains,73.95,26.05,14.94,5.46,0.26,0.00,2019-12-17,2019-12-23,1
20191217,Northeast,99.61,0.39,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191217,South,61.92,38.08,21.80,4.66,0.34,0.00,2019-12-17,2019-12-23,1
20191217,Southeast,76.34,23.66,7.29,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191217,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191210,Southeast,70.13,29.87,10.78,0.34,0.00,0.00,2019-12-10,2019-12-16,1
20191210,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191210,South,62.26,37.74,20.48,4.56,0.34,0.00,2019-12-10,2019-12-16,1
20191210,Northeast,98.56,1.44,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191210,West,68.71,31.29,10.08,5.77,0.00,0.00,2019-12-10,2019-12-16,1
20191210,High Plains,73.16,26.84,15.88,7.50,0.26,0.00,2019-12-10,2019-12-16,1
20191203,South,63.25,36.75,19.09,4.74,0.34,0.00,2019-12-03,2019-12-09,1
20191203,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191203,Northeast,98.03,1.97,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191203,High Plains,74.25,25.75,14.37,7.08,0.26,0.00,2019-12-03,2019-12-09,1
20191203,Southeast,70.44,29.56,9.95,0.34,0.00,0.00,2019-12-03,2019-12-09,1
20191203,West,61.56,38.44,11.99,6.09,0.00,0.00,2019-12-03,2019-12-09,1
20191126,Northeast,97.69,2.31,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,1
20191126,South,66.91,33.09,18.22,5.53,0.27,0.00,2019-11-26,2019-12-02,1
20191126,Southeast,62.35,37.65,10.98,0.44,0.00,0.00,2019-11-26,2019-12-02,1
20191126,Midwest,99.42,0.58,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,1
20191126,West,59.56,40.44,16.26,7.77,0.17,0.00,2019-11-26,2019-12-02,1
20191126,High Plains,73.81,26.19,15.36,7.49,0.26,0.00,2019-11-26,2019-12-02,1
20191119,South,67.42,32.58,17.68,5.55,0.27,0.00,2019-11-19,2019-11-25,1
20191119,Southeast,59.08,40.92,14.04,0.37,0.00,0.00,2019-11-19,2019-11-25,1
20191119,Northeast,97.17,2.83,0.00,0.00,0.00,0.00,2019-11-19,2019-11-25,1
20191119,High Plains,74.24,25.76,14.02,7.33,0.26,0.00,2019-11-19,2019-11-25,1
